#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       3.471541120082e+02       1.226167732516e-03      -1.475140047752e+00       8.966586453330e-05       1.355441805649e-03       5.408658566830e-04       5.360609355574e-06       1.082261805078e-04      -1.106366845891e+00       9.005627432291e-05       5.889214629228e-01       6.366629116577e-01      -1.475047697661e+00       8.895551799739e-05       4.328438333623e-03      -1.106411142947e+00       9.035719391673e-05 
       3.503769496981e+02       1.242022864796e-03      -1.476208040702e+00       9.037122211428e-05       1.428807488312e-03       5.446613525847e-04       5.692418056342e-06       1.089912036044e-04      -1.107169145088e+00       9.079046836471e-05       5.886124577590e-01       6.364926186671e-01      -1.476112614883e+00       8.965005133973e-05       4.404758005413e-03      -1.107214408301e+00       9.108910539658e-05 
       3.535997873879e+02       1.257960263755e-03      -1.477265837340e+00       9.107443307106e-05       1.503095191767e-03       5.481716563677e-04       6.027921263201e-06       1.096995628273e-04      -1.107963891236e+00       9.152328756662e-05       5.883213223453e-01       6.363256313460e-01      -1.477167289453e+00       9.034251736875e-05       4.481661949154e-03      -1.108010113143e+00       9.181957964531e-05 
       3.568226250777e+02       1.273979929390e-03      -1.478314535789e+00       9.177557120847e-05       1.578257110624e-03       5.514354645523e-04       6.366763464270e-06       1.103590005164e-04      -1.108751910379e+00       9.225478414684e-05       5.880476033789e-01       6.361616728974e-01      -1.478212819814e+00       9.103297964992e-05       4.559148211475e-03      -1.108799083344e+00       9.254868465129e-05 
       3.600454627675e+02       1.290081861704e-03      -1.479355142575e+00       9.247470505087e-05       1.654252949003e-03       5.544855612865e-04       6.708640230429e-06       1.109760762560e-04      -1.109533959799e+00       9.298500841891e-05       5.877907789125e-01       6.360004895001e-01      -1.479250212769e+00       9.172149770531e-05       4.637214890234e-03      -1.109582076059e+00       9.327648434450e-05 
       3.632683004574e+02       1.306266060695e-03      -1.480388577754e+00       9.317189807163e-05       1.731048757672e-03       5.573496292795e-04       7.053290809918e-06       1.115563291159e-04      -1.110310731871e+00       9.371400863188e-05       5.875502797184e-01       6.358418490214e-01      -1.480280388613e+00       9.240812712614e-05       4.715860131034e-03      -1.110359783574e+00       9.400303870935e-05 
       3.667485392489e+02       1.323835241542e-03      -1.481497510731e+00       9.392266509854e-05       1.814843503049e-03       5.602604132599e-04       7.428325416157e-06       1.121469519844e-04      -1.111144379188e+00       9.449991497070e-05       5.873082026604e-01       6.356731382774e-01      -1.481385751082e+00       9.314753800190e-05       4.801434233873e-03      -1.111194432168e+00       9.478629072332e-05 
       3.702287780404e+02       1.341500354760e-03      -1.482600200223e+00       9.467131575226e-05       1.899507382646e-03       5.630062076273e-04       7.806092393214e-06       1.127050288720e-04      -1.111973467602e+00       9.528451828966e-05       5.870836433155e-01       6.355068581197e-01      -1.482484817482e+00       9.388487958351e-05       4.887678681046e-03      -1.112024512610e+00       9.556823421280e-05 
       3.737090168319e+02       1.359261400349e-03      -1.483697685779e+00       9.541792269029e-05       1.985014970832e-03       5.656075703713e-04       8.186385650041e-06       1.132346739472e-04      -1.112798779594e+00       9.606788588379e-05       5.868757759655e-01       6.353427462494e-01      -1.483578627567e+00       9.462021973818e-05       4.974591317737e-03      -1.112850807373e+00       9.634894252109e-05 
       3.771892556234e+02       1.377118378309e-03      -1.484790829179e+00       9.616254849094e-05       2.071344895639e-03       5.680815913689e-04       8.569028615878e-06       1.137393076104e-04      -1.113620964302e+00       9.685007460337e-05       5.866838021167e-01       6.351805848879e-01      -1.484668043304e+00       9.535361624924e-05       5.062170044944e-03      -1.113673965607e+00       9.712847888895e-05 
       3.806694944149e+02       1.395071288641e-03      -1.485880270788e+00       9.690524293917e-05       2.158479030978e-03       5.704425917519e-04       8.953868735974e-06       1.142217963890e-04      -1.114440504778e+00       9.763112621386e-05       5.865069723652e-01       6.350202116731e-01      -1.485753705218e+00       9.608511341906e-05       5.150412807584e-03      -1.114494470404e+00       9.790689305774e-05 
       3.841497332064e+02       1.413120131344e-03      -1.486966692478e+00       9.764605796002e-05       2.246401865176e-03       5.727026716782e-04       9.340773145235e-06       1.146845625040e-04      -1.115257915188e+00       9.841108926656e-05       5.863445286199e-01       6.348614539260e-01      -1.486836295323e+00       9.681475936880e-05       5.239317591968e-03      -1.115312835986e+00       9.868423856950e-05 
       3.876299719979e+02       1.431264906419e-03      -1.488050964095e+00       9.838505639864e-05       2.335100020703e-03       5.748721206576e-04       9.729625329062e-06       1.151296659488e-04      -1.116073850671e+00       9.919003182499e-05       5.861956730636e-01       6.347040920435e-01      -1.487916683590e+00       9.754261617351e-05       5.328882434805e-03      -1.116129717565e+00       9.946058290231e-05 
       3.917549447060e+02       1.452895340260e-03      -1.489334168131e+00       9.925867239183e-05       2.441218301668e-03       5.773379514637e-04       1.019289713181e-05       1.156367261785e-04      -1.117039673586e+00       1.001120241785e-04       5.860358437563e-01       6.345191704778e-01      -1.489195217992e+00       9.840305908431e-05       5.435891841612e-03      -1.117096650193e+00       1.003795237842e-04 
       3.958799174141e+02       1.474660542868e-03      -1.490616062824e+00       1.001298738128e-04       2.548392983578e-03       5.797007967655e-04       1.065861237235e-05       1.161238464789e-04      -1.118004716354e+00       1.010327223572e-04       5.858929540694e-01       6.343357757942e-01      -1.490472370688e+00       9.926111915996e-05       5.543822708331e-03      -1.118062790160e+00       1.012972052907e-04 
       4.000048901221e+02       1.496560514243e-03      -1.491897378948e+00       1.009987233087e-04       2.656609705150e-03       5.819708939744e-04       1.112663984447e-05       1.165930773850e-04      -1.118969531686e+00       1.019521905838e-04       5.857659318871e-01       6.341537220254e-01      -1.491748872619e+00       1.001168556678e-04       5.652671980329e-03      -1.119028690321e+00       1.022136955914e-04 
       4.041298628302e+02       1.518595254384e-03      -1.493178846173e+00       1.018652833078e-04       2.765855949496e-03       5.841568939277e-04       1.159686360551e-05       1.170461519888e-04      -1.119934671472e+00       1.028704965281e-04       5.856537407204e-01       6.339728235617e-01      -1.493025453606e+00       1.009703289984e-04       5.762436661184e-03      -1.119994902732e+00       1.031290639461e-04 
       4.082548355383e+02       1.540764763293e-03      -1.494461146585e+00       1.027296132942e-04       2.876120712693e-03       5.862661406806e-04       1.206918048605e-05       1.174845419085e-04      -1.120900651933e+00       1.037877068753e-04       5.855553925986e-01       6.337929067725e-01      -1.494302795872e+00       1.018215973509e-04       5.873113814550e-03      -1.120961943787e+00       1.040433773905e-04 
       4.123798082464e+02       1.563069040970e-03      -1.495744853910e+00       1.035917660472e-04       2.987394223315e-03       5.883049127775e-04       1.254349796337e-05       1.179095055515e-04      -1.121867908057e+00       1.047038813953e-04       5.854699637994e-01       6.336138251969e-01      -1.495581473277e+00       1.026707122231e-04       5.984700562973e-03      -1.121930248643e+00       1.049566962268e-04 
       4.165047809545e+02       1.585508087414e-03      -1.497030440404e+00       1.044517879119e-04       3.099667710483e-03       5.902786284584e-04       1.301973238001e-05       1.183221291638e-04      -1.122836798763e+00       1.056190730050e-04       5.853965930792e-01       6.334354578112e-01      -1.496861958206e+00       1.035177185981e-04       6.097194080137e-03      -1.122900176386e+00       1.058690742111e-04 
       4.215040816460e+02       1.612883951904e-03      -1.498591630013e+00       1.054913042834e-04       3.237067680184e-03       5.925902043695e-04       1.359937000083e-05       1.188070180981e-04      -1.124013696877e+00       1.067270019121e-04       5.853226740056e-01       6.332200889382e-01      -1.498416869062e+00       1.045414891478e-04       6.234743133503e-03      -1.124078315924e+00       1.069736501749e-04 
       4.265033823376e+02       1.640457771003e-03      -1.500156832693e+00       1.065278223341e-04       3.375912018771e-03       5.948203683369e-04       1.418158862762e-05       1.192766185686e-04      -1.125193951080e+00       1.078336430521e-04       5.852639289529e-01       6.330054465761e-01      -1.499975688131e+00       1.055622911361e-04       6.373615124868e-03      -1.125259794944e+00       1.080770010079e-04 
       4.315026830291e+02       1.668229544710e-03      -1.501726600507e+00       1.075614047837e-04       3.516189121406e-03       5.969753525725e-04       1.476627662387e-05       1.197321811272e-04      -1.126377984007e+00       1.089390739798e-04       5.852191051773e-01       6.327913877637e-01      -1.501538967672e+00       1.065801862159e-04       6.513805251834e-03      -1.126445036395e+00       1.091792037987e-04 
       4.365019837207e+02       1.696199273028e-03      -1.503301384543e+00       1.085921071480e-04       3.657888384313e-03       5.990605418587e-04       1.535333216505e-05       1.201747866751e-04      -1.127566142634e+00       1.100433653149e-04       5.851870451781e-01       6.325777948844e-01      -1.503107158959e+00       1.075952290185e-04       6.655308782779e-03      -1.127634387562e+00       1.102803285495e-04 
       4.415012844123e+02       1.724366955955e-03      -1.504881543381e+00       1.096199781374e-04       3.801000027625e-03       6.010806260939e-04       1.594266174616e-05       1.206053769824e-04      -1.128758704637e+00       1.111465809209e-04       5.851666809801e-01       6.323645735361e-01      -1.504680620756e+00       1.086074674678e-04       6.798121047391e-03      -1.128828126429e+00       1.113804384912e-04 
       4.465005851038e+02       1.752732593492e-03      -1.506467361711e+00       1.106450607419e-04       3.945514949335e-03       6.030397254702e-04       1.653417894302e-05       1.210247797336e-04      -1.129955892352e+00       1.122487791515e-04       5.851570258520e-01       6.321516478652e-01      -1.506259637931e+00       1.096169439117e-04       6.942237426884e-03      -1.130026475631e+00       1.124795912157e-04 
       4.514998857954e+02       1.781296185640e-03      -1.508059064297e+00       1.116673930561e-04       4.091424612474e-03       6.049414861616e-04       1.712780343631e-05       1.214337276727e-04      -1.131157883243e+00       1.133500137684e-04       5.851571671797e-01       6.319389570661e-01      -1.507844435422e+00       1.106236959733e-04       7.087653346683e-03      -1.131229612931e+00       1.135778395280e-04 
       4.570449086387e+02       1.813209317877e-03      -1.509831604316e+00       1.127981463048e-04       4.254883402666e-03       6.069876937443e-04       1.778860197044e-05       1.218758754079e-04      -1.132496865883e+00       1.145703913623e-04       5.851677624927e-01       6.317032669971e-01      -1.509609195218e+00       1.117371981243e-04       7.250457396194e-03      -1.132569849842e+00       1.147949727745e-04 
